MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,TotalSF,TotalBath,HouseAge,SinceRemodel,IsRemodeled,LivingAreaRatio,BasementRatio,GarageRatio,YearBin,GarageYearBin,Fire_Present,Bsmt_Present,Alley_Present,Misc_Present,Garage_Present,Pool_Present,Fence_Present,Mas_Present,PavedDrive_N,PavedDrive_P,PavedDrive_Y,MSZoning_FV,MSZoning_RL,MSZoning_RM,MSZoning_Rare,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare,CentralAir_N,CentralAir_Y,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFinType2_no,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Rare,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtQual_no,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,FireplaceQu_no,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtCond_no,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_no,Condition2_Norm,Condition2_Rare,Electrical_FuseA,Electrical_FuseF,Electrical_Rare,Electrical_SBrkr,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Street_Pave,Street_Rare,RoofMatl_CompShg,RoofMatl_Rare,Heating_GasA,Heating_GasW,Heating_Rare,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Min1,Functional_Min2,Functional_Rare,Functional_Typ,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Alley_Grvl,Alley_Pave,Alley_no,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_no,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_no,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Rare,HeatingQC_TA,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageQual_no,ExterQual_Ex,ExterQual_Gd,ExterQual_Rare,ExterQual_TA,LandSlope_Gtl,LandSlope_Mod,LandSlope_Rare,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType1_no,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageCond_no,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_no,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_no,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Rare,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,ExterCond_Fa,ExterCond_Gd,ExterCond_Rare,ExterCond_TA,Utilities_AllPub,Utilities_Rare,LotShape_IR1,LotShape_IR2,LotShape_Rare,LotShape_Reg,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_no,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_no
90,80.0,11600,5,5,1960,361.0,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,1,2010,3379,2.0,50,50,0,0.6727810650887573,0.4857142857142857,0.210989010989011,1,2,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,True,False,False,False,0,False,False,True,False,True,0,True,False,0,False,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,False,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,False,False,True,False,False,False,0,0,False,False,False,True,False,0,False,False,False,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
120,70.04995836802665,6563,8,5,1985,0.0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,114,28,234,0,0,0,0,12,2006,3484,3.0,21,21,0,0.4998565279770445,0.9994262765347103,0.32358003442340794,2,3,1,1,0,0,1,0,0,0,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,True,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,True,False,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,True,False,False,0,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,False,False,True,0,False,False,True,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,True,False,False,0,0,False,False,True,False,False,0,False,False,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,False,False,False,False,True
20,78.0,10264,7,5,1999,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,2,472,158,29,0,0,0,0,0,8,2006,3176,2.0,7,7,0,0.4998426188227888,0.9993706733794839,0.2970421648835746,3,3,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,False,False,False,False,True
120,59.0,4282,7,5,2004,0.0,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,2,530,156,158,0,0,0,0,0,7,2008,2782,2.0,4,4,0,0.4998203377650018,0.9992816091954023,0.3807471264367816,3,3,0,1,1,0,1,0,0,0,False,False,True,True,False,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,True,False,0,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,True,False,0,False,False,False,False,False,False,0,True,True,0,False,True,0,False,0,0,False,True,False,False,False,False,True
30,60.0,5400,5,6,1950,0.0,0,0,691,691,691,0,0,691,0,0,1,0,2,1,4,0,1,216,0,20,94,0,0,0,0,1,2007,1382,1.0,87,57,1,0.49963846710050613,0.9985549132947977,0.31213872832369943,0,0,0,1,0,0,1,0,0,0,True,False,False,False,True,False,0,True,False,False,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,False,True,False,True,0,True,False,0,False,False,False,False,True,True,0,True,0,True,False,0,True,False,False,False,False,False,0,True,0,False,False,False,False,False,0,False,False,True,False,False,False,True,0,False,False,False,False,True,False,False,False,False,True,False,False,False,0,True,True,False,False,0,False,False,True,False,0,False,False,False,False,0,True,True,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,False,False,True,False,False,False,0,0,False,False,False,False,False,0,False,False,True,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
20,70.04995836802665,11616,5,5,1962,116.0,170,670,252,1092,1092,0,0,1092,0,1,1,0,3,1,6,1,1,288,0,20,144,0,0,0,0,9,2009,2184,1.5,47,47,0,0.4997711670480549,0.9990850869167429,0.26349496797804206,1,2,1,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,True,False,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,False,True,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,False,False,False,0,False,False,True,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,True,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
30,55.0,10267,6,7,2000,0.0,210,606,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,0,0,5,2008,1654,2.0,90,8,1,0.5063444108761329,0.9725864123957092,0.32777115613825986,0,2,0,1,0,0,1,0,1,0,True,False,False,False,True,False,0,False,False,True,False,0,False,True,True,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,False,False,False,False,False,False,True,True,False,0,False,True,0,False,False,False,False,False,False,True,0,True,False,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,True,False,False,False,False,0,True,0,False,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,False,True,False,True,0,False,True,0,False,False,0,True,0,0,False,True,False,False,False,True,False
50,50.0,8405,4,3,1950,0.0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,92,0,185,0,0,0,0,4,2009,1529,2.0,64,59,1,0.9993464052287582,0.0,0.1568627450980392,0,1,0,0,0,0,1,0,0,0,True,False,False,False,True,False,0,False,False,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,True,True,False,0,False,False,0,False,True,False,False,True,False,False,0,False,False,True,False,True,0,False,True,0,False,False,False,False,True,True,0,True,0,False,False,0,False,False,False,True,False,False,0,False,0,False,False,False,False,False,0,False,False,False,True,False,False,True,0,False,False,False,False,True,False,False,False,False,False,True,False,False,0,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,False,False,True,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,False,True,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
20,70.0,8400,7,5,2005,109.0,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2,606,0,35,0,144,0,0,0,5,2010,2957,3.0,6,5,1,0.5016903313049358,0.9919191919191919,0.4080808080808081,3,3,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
60,70.0,11218,6,5,1992,0.0,0,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,2,462,635,104,0,0,0,0,400,5,2010,2900,2.5,18,18,0,0.6359875904860393,0.5715059588299025,0.2502708559046587,2,3,1,1,0,1,1,0,1,0,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,True,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,False,True,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,True,False,False,False,0,True,True,0,False,False,0,True,0,0,True,False,True,False,False,False,False
20,70.0,8176,5,6,1992,0.0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,8,2007,2112,2.0,49,15,1,0.4997633696166588,0.9990539262062441,0.2913907284768212,1,2,0,1,0,0,1,0,0,0,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,False,False,False,0,False,False,True,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,True,False,True,False,0,False,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,True,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
70,57.0,9906,4,4,1950,0.0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,9,2006,2014,1.0,81,56,1,0.6590570719602977,0.5161775771256584,0.1580135440180587,0,1,0,1,1,0,1,0,0,0,False,False,True,False,False,True,0,False,True,False,False,0,True,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,False,True,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,False,True,False,0,False,False,False,False,True,False,False,0,False,False,False,False,True,False,False,False,False,True,False,False,False,0,True,False,True,False,0,False,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False,True,0,0,False,False,False,True,False,0,False,False,False,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
80,70.04995836802665,12328,6,5,1976,335.0,539,0,473,1012,1034,0,0,1034,1,0,1,0,3,1,6,0,3,888,0,0,0,0,0,0,0,5,2010,2046,2.0,34,34,0,0.5051294577430386,0.9777777777777777,0.8579710144927536,2,2,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,False,True,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,True,False,False,0,False,False,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,True,0,0,False,False,True,False,False,0,False,False,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,False,False,False,False,True
120,43.0,3010,7,5,2006,16.0,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,3,2006,2496,2.0,1,0,1,0.49979975971165397,0.9991993594875901,0.3506805444355484,3,3,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,False,True,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,True,False,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,True,0,False,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
20,91.0,10652,7,5,2007,306.0,0,0,1494,1494,1494,0,0,1494,0,0,2,0,3,1,7,1,3,840,160,33,0,0,0,0,0,8,2007,2988,2.0,1,0,1,0.4998327199732352,0.9993311036789297,0.5618729096989966,3,3,1,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,False,True,0,False,True,False,False,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,True,False,False,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,True,0,False,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,False,False,False,False,True
20,78.0,9317,6,5,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2,440,0,22,0,0,0,0,0,3,2007,2628,2.0,1,1,0,0.499809813617345,0.9992395437262357,0.33460076045627374,3,3,1,1,0,0,1,0,0,0,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,True,False,False,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,True,False,False,True,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,False,False,False,False,True
75,35.0,6300,6,6,2001,0.0,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,0,0,6,2008,2226,2.0,94,7,1,0.6663673102828918,0.49966329966329964,0.0,0,2,1,1,1,0,0,0,0,0,False,False,True,False,False,True,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,True,False,False,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,False,False,True,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,False,True,False,False,0,True,0,False,False,False,False,False,0,False,False,True,False,True,False,False,0,False,False,False,False,False,True,False,False,False,True,False,False,False,0,True,True,False,False,0,False,False,False,False,0,False,True,False,False,0,True,True,False,0,False,False,False,False,False,True,False,False,False,False,0,False,True,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,True,0,0,False,False,False,False,False,0,False,False,False,True,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
80,102.0,10192,7,6,1992,143.0,0,0,570,570,1222,698,0,1920,0,0,3,0,4,1,8,1,2,487,0,98,0,0,0,0,0,9,2006,2490,3.0,38,14,1,0.7707747892412685,0.29672045809474235,0.25351379489849035,1,2,1,1,0,0,1,0,1,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,True,False,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,True,False,0,False,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,True,False,False,True,0,False,False,False,False,0,True,False,False,False,0,True,True,False,0,False,False,False,False,False,True,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,True,0,0,False,False,False,True,False,0,False,False,False,False,False,False,0,True,True,0,True,False,0,False,0,0,False,True,True,False,False,False,False
20,63.0,8487,7,5,2004,210.0,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,8,2009,3000,2.0,5,5,0,0.49983338887037654,0.9993337774816788,0.379746835443038,3,3,0,1,0,0,1,0,0,1,False,False,True,False,True,False,0,False,False,True,False,0,False,True,False,False,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,False,True,True,False,0,False,False,0,True,False,False,False,True,False,False,0,False,True,False,False,True,0,False,False,0,True,False,False,False,True,True,0,True,0,True,False,0,False,False,True,False,False,False,0,True,0,False,False,False,False,False,0,False,True,False,False,False,False,True,0,True,False,False,False,False,False,True,False,False,False,False,False,False,0,True,True,False,False,0,False,False,False,False,0,True,False,False,True,0,False,True,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0,False,False,False,False,True,False,0,0,False,False,False,False,False,0,False,True,False,False,False,False,0,True,True,0,False,False,0,True,0,0,False,True,False,False,False,False,True
